Employee_ID,Age,Department,Satisfaction_Level,Last_Evaluation,Projects,Average_Monthly_Hours,Years_at_Company,Left
873226,,Hr,0.98,0.66,4.0,163,7.0,1.0
395818,42.0,,0.13,0.86,7.0,211,,1.0
381215,45.0,Operations,0.79,0.98,2.0,999,,
649179,,Operations,0.15,0.11,6.0,185,9.0,
209234,31.0,HR,0.86,0.94,6.0,999,8.0,1.0
58769,,Finance,0.15,0.41,5.0,174,3.0,0.0
92325,,HR,0.81,0.76,7.0,192,6.0,
148860,42.0,Sales,0.81,0.04,6.0,273,9.0,1.0
748809,45.0,HR,0.48,0.22,7.0,167,,0.0
261601,55.0,HR,0.35,0.95,2.0,999,3.0,0.0
784686,,Hr,0.81,0.87,7.0,999,,
506255,25.0,Hr,0.96,0.85,,999,10.0,0.0
119132,29.0,IT,0.07,0.44,7.0,999,1.0,1.0
412216,41.0,Sales,0.91,0.27,,999,,1.0
624096,50.0,Operations,0.45,0.04,3.0,257,1.0,1.0
988316,,finanCe,0.89,0.03,5.0,999,,
95798,,Finance,0.72,0.99,7.0,999,3.0,1.0
328970,56.0,,0.61,0.11,5.0,999,,1.0
839407,,finanCe,0.45,0.94,7.0,999,,1.0
872443,,,0.51,0.29,,242,7.0,0.0
699281,55.0,HR,0.98,0.29,3.0,209,2.0,1.0
660691,,HR,0.45,0.01,,999,,0.0
716581,42.0,Finance,0.07,0.44,4.0,999,,
520799,,Operations,0.91,0.26,,999,,0.0
404546,23.0,Finance,0.63,0.08,,160,,0.0
188933,,HR,0.69,0.42,5.0,180,5.0,
167360,31.0,,0.47,0.46,5.0,999,,
251184,58.0,Finance,0.72,0.86,3.0,999,10.0,1.0
109483,,Operations,0.67,0.15,7.0,999,4.0,1.0
256773,50.0,finanCe,0.42,0.33,,247,,0.0
165064,,Finance,0.89,0.95,2.0,216,1.0,1.0
257719,48.0,Sales,0.51,0.98,,264,1.0,
269515,,Finance,0.5,0.21,7.0,308,4.0,1.0
128769,24.0,IT,0.43,0.33,5.0,296,,1.0
420603,,Sales,0.24,0.1,,999,4.0,1.0
311602,,Hr,0.71,0.78,,292,5.0,0.0
412357,,,0.81,0.58,,999,5.0,1.0
945767,,HR,0.3,0.58,7.0,273,,
276401,31.0,Sales,0.09,0.2,,286,4.0,0.0
817460,27.0,,0.87,0.46,6.0,261,6.0,
463581,44.0,IT,0.51,0.79,,302,10.0,
384179,43.0,Finance,0.35,0.97,5.0,999,,1.0
839888,,Finance,0.76,0.0,5.0,999,,0.0
120525,54.0,Finance,0.52,0.09,2.0,999,4.0,
650406,,Finance,0.32,0.69,,261,,0.0
54317,44.0,Hr,0.74,0.84,,172,,0.0
946766,,HR,0.75,0.51,3.0,999,6.0,0.0
304460,,Operations,0.61,0.99,2.0,182,,
253161,,Sales,0.89,0.79,5.0,999,,0.0
666700,,HR,0.43,0.88,,272,8.0,
839007,,finanCe,0.57,0.98,,999,4.0,
332381,29.0,Finance,0.29,0.54,,220,,
300655,,Finance,0.97,0.48,,999,,0.0
447116,53.0,Sales,0.14,0.65,3.0,999,10.0,
815420,,Sales,0.28,0.44,,222,8.0,0.0
162946,,,0.55,0.33,2.0,999,,0.0
278869,,Sales,0.24,0.59,5.0,999,7.0,
861757,46.0,,0.39,0.12,7.0,999,2.0,
101671,27.0,Finance,0.06,0.14,2.0,203,3.0,0.0
516028,56.0,Operations,0.32,0.4,3.0,224,,0.0
337232,,Operations,0.84,0.4,4.0,999,,0.0
964471,36.0,HR,0.13,0.54,,999,8.0,1.0
504039,47.0,Operations,0.4,0.48,5.0,295,,0.0
568480,,IT,0.52,0.03,4.0,999,6.0,1.0
738184,,,0.0,0.43,,289,,1.0
67398,57.0,Finance,0.63,0.91,,999,,
952025,56.0,Operations,0.06,0.41,,999,,0.0
634782,,finanCe,0.24,0.17,2.0,174,8.0,1.0
39776,23.0,IT,0.8,0.4,6.0,201,5.0,
188567,,HR,0.6,0.54,,180,,1.0
796624,24.0,Sales,0.53,0.98,2.0,999,2.0,1.0
515454,,IT,0.82,0.91,,209,3.0,0.0
433930,,finanCe,0.89,0.48,6.0,999,2.0,1.0
183461,58.0,Sales,0.59,0.34,7.0,999,1.0,1.0
230386,,Operations,0.78,0.16,,999,,
372734,46.0,Sales,0.29,0.65,,999,,0.0
97703,22.0,Operations,0.36,0.66,,999,,1.0
806319,25.0,Sales,0.06,0.77,,999,,1.0
566924,39.0,,0.16,0.6,,999,2.0,0.0
300453,,,0.36,0.34,,999,10.0,
593939,45.0,finanCe,0.55,0.23,,999,,1.0
91936,,Operations,0.63,0.56,,254,,0.0
508112,34.0,finanCe,0.49,0.9,2.0,173,3.0,1.0
341548,36.0,Hr,0.08,0.98,,275,7.0,0.0
419969,45.0,finanCe,0.63,0.06,7.0,999,,
980578,59.0,Operations,0.8,0.33,5.0,161,,1.0
112812,47.0,Sales,0.21,0.69,7.0,203,5.0,0.0
210025,24.0,IT,0.97,0.28,4.0,999,,
494721,52.0,HR,0.97,0.86,,999,,1.0
119786,,finanCe,0.31,0.63,,203,,
783497,58.0,finanCe,0.69,0.24,,999,7.0,0.0
800262,,Operations,0.83,0.3,2.0,999,,0.0
457915,47.0,finanCe,0.76,0.01,,999,5.0,
241472,30.0,HR,0.53,0.48,7.0,999,9.0,
544372,,Sales,0.65,0.65,,999,7.0,0.0
3470,54.0,finanCe,0.6,0.87,,207,8.0,0.0
316647,48.0,Operations,0.27,0.21,5.0,249,1.0,1.0
887506,,Hr,0.13,0.1,,999,,1.0
711507,22.0,HR,0.15,0.35,5.0,999,2.0,
58243,,Operations,0.05,0.04,,286,,0.0
356237,56.0,Finance,0.07,0.75,,999,2.0,1.0
958525,31.0,Sales,0.86,0.68,2.0,307,,0.0
212571,,Hr,0.11,0.74,,999,2.0,1.0
297097,,IT,0.61,0.63,,999,,0.0
383430,38.0,Sales,0.44,0.33,,999,1.0,
601615,,IT,0.75,0.05,,999,3.0,0.0
284007,,Finance,0.33,0.93,,237,,0.0
254144,25.0,Operations,0.15,0.73,,999,3.0,0.0
210240,,,0.88,0.43,,303,,0.0
129865,,finanCe,0.7,0.38,,999,2.0,0.0
793041,25.0,Finance,0.23,0.08,,999,,0.0
484907,,Finance,0.74,0.15,,999,,0.0
20336,,HR,0.96,0.76,5.0,301,,
860194,,HR,0.16,0.82,3.0,999,,
829949,,IT,0.31,0.39,,256,10.0,
122683,,Sales,0.41,0.35,,999,8.0,1.0
864731,,Hr,0.06,0.09,3.0,152,,1.0
78083,,Hr,0.25,0.78,2.0,999,10.0,
160322,46.0,Operations,0.56,0.24,5.0,999,3.0,
586873,,Finance,0.94,0.77,,999,5.0,1.0
282983,34.0,Finance,0.06,0.38,2.0,308,8.0,1.0
46079,36.0,,0.96,0.56,,238,,1.0
940505,42.0,Finance,0.35,0.57,,999,,
513287,,Finance,0.51,0.94,4.0,999,1.0,1.0
690208,,HR,0.91,1.0,6.0,999,,0.0
503926,,Sales,0.45,0.95,,254,2.0,1.0
28448,,Operations,0.81,0.71,5.0,999,4.0,0.0
5907,26.0,Operations,0.28,0.97,5.0,195,,1.0
832195,30.0,Operations,0.58,0.83,5.0,198,,0.0
636422,,Finance,0.64,0.95,,261,4.0,
964068,41.0,,0.44,0.11,5.0,999,9.0,1.0
893842,29.0,Finance,0.51,0.82,4.0,303,4.0,
225608,27.0,finanCe,0.9,0.83,,169,1.0,
287306,,HR,0.85,0.53,,308,10.0,0.0
597272,,Hr,0.48,0.83,2.0,999,,1.0
254636,,Operations,0.21,0.86,,231,1.0,
994577,26.0,Hr,0.79,0.49,,999,,0.0
577786,51.0,Sales,0.28,0.52,3.0,285,,0.0
154466,52.0,Operations,0.34,0.32,,999,10.0,1.0
538642,,,0.62,0.79,,999,3.0,
730460,,Finance,0.81,0.82,,219,,
922972,,Sales,0.82,0.43,2.0,289,,1.0
630935,,Hr,0.79,0.19,2.0,999,1.0,
14886,49.0,Operations,0.2,0.67,2.0,999,,1.0
157520,,Operations,0.04,0.65,,240,,
323209,,IT,0.36,0.58,7.0,999,8.0,1.0
661997,22.0,Sales,0.09,0.97,5.0,163,,1.0
495837,31.0,HR,0.72,0.93,,999,,
794799,27.0,Sales,0.69,0.43,,999,7.0,
513511,,HR,0.15,0.95,5.0,261,5.0,0.0
448024,58.0,IT,0.41,0.65,3.0,226,,0.0
324585,,IT,0.3,0.57,2.0,999,,1.0
752917,29.0,finanCe,0.63,0.67,,299,,
957285,30.0,finanCe,0.82,0.29,,999,,0.0
761805,,Hr,0.22,0.76,,999,,0.0
756619,22.0,Hr,0.96,0.8,2.0,999,4.0,1.0
770200,55.0,Finance,0.05,0.41,2.0,999,6.0,
230618,28.0,,0.7,0.79,,999,,
398825,31.0,IT,0.34,0.17,6.0,999,,0.0
691297,34.0,Sales,0.34,0.86,5.0,173,,0.0
335441,54.0,Hr,0.77,0.5,6.0,217,6.0,0.0
739404,35.0,,0.87,0.78,,232,7.0,0.0
588625,52.0,Finance,0.66,0.04,3.0,999,3.0,
976178,30.0,Sales,0.21,0.76,7.0,267,,
750317,37.0,finanCe,0.15,0.03,,999,,0.0
603452,33.0,Finance,0.61,0.1,,299,3.0,1.0
236027,,IT,0.98,0.36,4.0,249,,1.0
610011,43.0,finanCe,0.62,0.23,,999,10.0,1.0
613909,49.0,finanCe,0.45,0.77,5.0,277,4.0,0.0
851332,26.0,,0.76,0.03,,211,,0.0
883633,46.0,Finance,0.34,0.41,3.0,253,,1.0
586103,33.0,Operations,0.14,0.82,,999,,1.0
572579,30.0,,0.98,0.08,7.0,242,4.0,0.0
613730,29.0,Hr,0.52,0.13,,187,,
120031,,Operations,0.77,0.26,4.0,264,6.0,0.0
416220,31.0,finanCe,0.81,0.09,,249,,1.0
476268,49.0,IT,0.04,0.3,6.0,185,,
964666,53.0,Operations,0.54,0.25,5.0,999,,1.0
799655,43.0,HR,0.33,0.53,,999,8.0,0.0
751410,,,0.75,0.63,3.0,155,,0.0
208081,,finanCe,0.09,0.61,,999,,0.0
902834,55.0,Operations,0.7,0.67,,999,8.0,0.0
675413,,Hr,0.47,0.79,7.0,198,4.0,1.0
976563,48.0,Hr,0.93,0.71,3.0,288,,
443875,,Hr,0.49,0.82,,208,3.0,1.0
224861,,,0.18,0.63,3.0,999,,0.0
846361,41.0,Sales,0.58,0.82,4.0,196,,0.0
252718,36.0,,0.04,0.99,2.0,999,5.0,0.0
454297,,IT,0.76,0.01,,999,7.0,1.0
822999,,HR,0.93,0.7,7.0,238,4.0,
260330,,Finance,0.63,0.3,7.0,162,3.0,0.0
833599,28.0,HR,0.6,0.76,3.0,999,7.0,
453987,,Finance,0.78,0.21,6.0,999,3.0,
554498,,finanCe,0.22,0.65,,999,7.0,1.0
100961,40.0,HR,0.73,0.55,5.0,273,,0.0
413252,48.0,IT,0.47,0.43,5.0,999,,1.0
714197,41.0,Sales,0.01,0.95,,195,6.0,
391721,,Hr,0.94,0.5,4.0,999,6.0,1.0
697454,,Hr,0.01,0.02,2.0,216,5.0,0.0
212278,24.0,IT,0.7,0.47,7.0,281,6.0,0.0
294258,38.0,Operations,0.91,0.4,,999,,
381125,,Operations,0.21,0.79,3.0,298,,0.0
402583,,Sales,0.47,0.33,,999,8.0,1.0
431768,26.0,Operations,0.64,0.74,,999,9.0,0.0
752422,34.0,HR,0.84,0.83,2.0,165,9.0,1.0
885083,,finanCe,0.2,0.4,,255,,0.0
661336,23.0,Finance,0.28,0.37,4.0,209,6.0,0.0
591591,,HR,0.54,0.01,,231,,
939947,,HR,0.96,0.25,,277,3.0,1.0
801774,,IT,0.51,0.56,,179,3.0,0.0
879713,,finanCe,0.63,0.59,,231,10.0,0.0
532718,,HR,0.75,0.72,2.0,999,,
358312,,Hr,0.02,0.97,3.0,184,,
563741,,IT,0.97,0.49,7.0,999,7.0,
753739,,IT,0.43,0.34,4.0,999,3.0,0.0
208676,56.0,,0.13,0.77,,999,,0.0
773627,36.0,finanCe,0.2,0.4,5.0,999,,0.0
466557,56.0,HR,0.99,0.53,,230,10.0,0.0
919013,49.0,Operations,0.93,0.34,7.0,191,4.0,
504135,,Sales,0.51,0.32,2.0,999,1.0,1.0
895695,,finanCe,0.76,0.99,2.0,213,,0.0
745254,,Sales,0.4,0.8,2.0,999,,
295237,,Finance,0.55,0.59,3.0,278,,0.0
192310,,finanCe,0.05,0.32,,288,1.0,0.0
368846,46.0,Operations,0.86,0.05,,999,,1.0
620751,,Operations,0.59,0.73,3.0,999,,
98621,,HR,0.27,0.47,,999,10.0,
814098,34.0,Operations,0.69,0.84,4.0,999,10.0,1.0
258400,33.0,Finance,0.18,0.77,,166,,1.0
674382,42.0,finanCe,0.57,0.26,5.0,999,,0.0
903976,,,0.29,0.94,7.0,999,,
187102,27.0,,0.11,0.62,,999,,
231204,32.0,HR,0.65,0.05,,999,,
654641,,IT,0.39,0.94,6.0,999,,
60041,,finanCe,0.79,0.43,3.0,284,,1.0
120125,42.0,,0.5,0.56,,999,,0.0
702847,26.0,Finance,0.66,0.51,3.0,164,,1.0
597462,,finanCe,0.23,0.71,7.0,294,,
817877,,Hr,0.39,0.17,4.0,999,4.0,
79065,23.0,IT,0.57,0.73,,999,,
312010,,IT,1.0,0.98,5.0,212,9.0,0.0
630503,,IT,0.65,0.15,,999,8.0,0.0
806396,,Hr,0.94,0.22,,209,6.0,1.0
341077,28.0,Sales,0.78,0.41,,181,6.0,1.0
854544,,HR,0.8,0.12,3.0,999,2.0,
575835,,HR,0.92,0.47,2.0,999,7.0,
84043,42.0,Hr,0.56,0.54,3.0,999,,
965156,,Finance,0.31,0.38,3.0,999,,1.0
889842,,Finance,0.98,0.75,5.0,207,,0.0
412276,,HR,0.97,0.83,5.0,217,4.0,
954935,50.0,Hr,0.63,0.73,4.0,245,10.0,
171770,,Operations,0.97,0.7,3.0,268,10.0,1.0
963015,40.0,Hr,0.41,0.03,2.0,300,,1.0
712653,,Hr,0.79,0.48,4.0,202,7.0,1.0
918076,47.0,Hr,0.83,0.14,,202,8.0,0.0
207993,60.0,Sales,0.56,0.92,7.0,296,3.0,0.0
185550,39.0,finanCe,0.41,0.19,,999,,1.0
812696,49.0,Hr,0.76,0.52,5.0,999,,
316794,53.0,Hr,0.13,0.29,7.0,999,,1.0
869977,,Hr,0.56,0.22,,224,5.0,1.0
618295,,Operations,0.36,0.72,,244,,
70673,,,0.49,0.84,3.0,999,,
827172,27.0,HR,0.69,0.39,,301,,0.0
208110,54.0,Sales,0.33,0.1,6.0,289,10.0,1.0
533497,53.0,finanCe,0.94,0.71,,999,7.0,
328194,28.0,Sales,0.1,0.07,5.0,231,,0.0
129655,,Sales,0.74,0.05,7.0,308,3.0,1.0
209709,,HR,0.67,0.11,5.0,999,,
891885,49.0,Sales,0.91,0.89,,291,,
378989,51.0,Operations,0.83,0.55,,181,,0.0
881872,,Sales,0.64,0.16,,242,5.0,
236074,,Hr,0.07,0.03,2.0,999,6.0,0.0
117715,23.0,Sales,0.78,0.7,,999,,
76986,,Hr,0.01,0.62,6.0,296,,
495697,,Sales,0.81,0.02,7.0,999,,1.0
993171,46.0,Operations,0.71,0.08,4.0,252,4.0,1.0
815484,28.0,Sales,0.36,0.93,,202,2.0,0.0
543428,,Finance,0.06,0.66,,258,5.0,1.0
810568,49.0,,0.34,0.58,,999,,0.0
79014,,HR,0.38,0.93,6.0,999,,
360855,,Sales,0.15,0.9,5.0,999,9.0,0.0
74557,31.0,Hr,0.72,0.85,,231,,1.0
799980,,Sales,0.68,0.83,6.0,249,,1.0
998727,25.0,Hr,0.73,0.22,,999,,
692543,42.0,HR,0.9,0.73,,292,3.0,0.0
903452,38.0,Operations,0.51,0.3,6.0,999,5.0,
990525,56.0,IT,0.94,0.85,,187,7.0,
344919,50.0,Finance,0.27,0.48,,176,6.0,1.0
695185,,Operations,0.61,0.3,7.0,301,,1.0
257262,,finanCe,0.44,0.69,,273,,1.0
93939,27.0,Finance,0.47,0.46,6.0,266,4.0,0.0
716971,,IT,0.47,0.29,5.0,253,3.0,1.0
961230,57.0,finanCe,0.55,0.2,4.0,999,,
646139,,IT,0.35,0.15,,999,5.0,1.0
517032,46.0,Finance,0.53,0.31,5.0,999,,1.0
241596,38.0,IT,0.1,0.21,,285,2.0,
609546,,Hr,0.64,0.86,5.0,999,,0.0
324234,,Operations,0.34,0.69,4.0,263,5.0,0.0
107411,,,0.72,0.22,,999,,1.0
603231,,HR,0.67,0.34,3.0,220,,1.0
534866,55.0,finanCe,0.18,0.44,,999,6.0,0.0
600401,,finanCe,0.03,0.05,5.0,999,,0.0
236904,,Hr,0.35,0.49,,999,4.0,
499495,44.0,Sales,0.67,0.13,6.0,999,9.0,
154808,,,0.19,0.8,,999,3.0,1.0
113802,56.0,,0.95,0.86,3.0,999,5.0,1.0
114772,,Sales,0.85,0.67,,231,,1.0
397163,,finanCe,0.44,0.44,,999,6.0,1.0
894747,,finanCe,0.24,0.09,4.0,999,,
804969,,IT,0.3,0.85,6.0,999,2.0,0.0
435611,,Operations,0.6,0.41,,154,2.0,1.0
997214,58.0,HR,0.02,0.88,,999,1.0,0.0
691036,36.0,Finance,0.41,0.27,,310,7.0,
273696,38.0,,0.83,0.41,4.0,285,5.0,0.0
211664,,Operations,0.19,0.49,2.0,999,9.0,0.0
78167,50.0,Operations,0.56,0.46,6.0,257,2.0,
981459,58.0,Hr,0.31,0.76,,999,,
83081,53.0,IT,0.04,0.33,,999,,1.0
796930,,IT,0.59,0.97,,291,9.0,1.0
324931,53.0,Sales,0.21,0.95,,999,,0.0
110492,,IT,0.24,0.48,,999,,
932802,40.0,HR,0.61,0.21,,277,,0.0
123267,,Finance,0.65,0.38,,999,,0.0
359480,55.0,Operations,0.2,0.01,,181,,
15765,30.0,Hr,0.1,0.09,5.0,260,,0.0
627792,,Sales,0.85,0.54,,999,,0.0
550365,,,0.41,0.29,,258,5.0,1.0
187377,,Finance,1.0,0.12,5.0,999,,1.0
974973,48.0,Sales,0.3,0.93,,303,8.0,
169042,34.0,IT,0.54,0.29,6.0,999,,0.0
727741,36.0,Operations,0.03,0.96,6.0,248,,0.0
672817,,IT,0.61,0.89,,999,,1.0
474822,22.0,finanCe,0.96,0.26,7.0,999,6.0,
745144,47.0,IT,0.7,0.34,6.0,999,4.0,1.0
128583,41.0,,0.28,0.58,,999,,0.0
185960,,Finance,0.12,0.54,,200,,0.0
128404,,Finance,0.85,0.38,,309,,
444986,37.0,Operations,0.16,0.33,,999,,
500306,54.0,Hr,0.15,0.21,,999,,0.0
919188,,Finance,0.71,0.75,,193,,1.0
193434,27.0,IT,0.53,0.13,6.0,222,,0.0
519861,27.0,Hr,0.68,0.52,,287,,
303051,,Sales,0.84,0.89,,999,,
811244,44.0,finanCe,0.12,0.55,5.0,999,1.0,1.0
901842,,finanCe,0.54,0.7,4.0,999,8.0,
821853,59.0,finanCe,0.97,0.75,,208,4.0,
864514,,Finance,0.01,0.71,,253,10.0,1.0
406578,,HR,0.09,0.31,,999,2.0,1.0
569584,,Sales,0.24,0.98,3.0,159,,
661295,,,0.75,0.72,,999,,
413607,34.0,Hr,0.74,0.39,,176,,0.0
380678,,,0.35,0.26,2.0,263,,0.0
168943,24.0,Sales,0.45,0.13,,999,7.0,0.0
648839,,,0.05,0.02,6.0,172,,
327871,35.0,Hr,0.12,0.32,7.0,264,5.0,0.0
857483,,Finance,0.72,0.87,,999,,1.0
482513,,Sales,0.95,0.2,,999,,0.0
151186,,HR,0.31,0.8,,999,8.0,1.0
216390,,Sales,0.54,0.9,6.0,999,,0.0
823028,,finanCe,0.56,0.59,7.0,175,9.0,0.0
898777,57.0,Finance,0.97,0.36,4.0,999,4.0,1.0
629445,54.0,Sales,0.04,0.04,,999,,0.0
355585,,,0.64,0.97,,999,5.0,
527262,32.0,Sales,0.28,0.01,,287,9.0,0.0
585659,,Hr,0.59,0.55,,223,3.0,0.0
859331,,Sales,0.96,0.04,,262,,0.0
881168,49.0,HR,0.49,0.68,,999,,0.0
256284,,Operations,0.91,0.05,6.0,999,2.0,
819221,54.0,Hr,0.86,0.79,6.0,278,,0.0
420839,41.0,Hr,0.39,0.07,,999,,
958358,32.0,Hr,0.83,0.36,,201,,0.0
155855,,Hr,0.97,0.41,7.0,192,10.0,1.0
520028,,Finance,0.71,0.2,,999,8.0,
672208,43.0,IT,0.6,0.05,5.0,999,9.0,
110818,,Sales,0.64,0.13,,999,,0.0
460000,27.0,finanCe,0.48,0.32,5.0,999,9.0,1.0
434854,,Hr,0.77,0.99,,273,,1.0
147797,,Finance,0.6,0.68,6.0,999,,1.0
577324,,finanCe,0.79,0.27,,248,2.0,1.0
897482,,Sales,0.02,0.44,,999,6.0,0.0
691993,,Operations,0.61,0.04,,263,1.0,
585470,56.0,HR,0.62,0.94,6.0,999,,1.0
446650,48.0,,0.93,0.26,2.0,228,,
214120,50.0,,0.53,0.94,,999,,0.0
900195,,Finance,0.97,0.05,,190,1.0,1.0
917406,40.0,Operations,0.9,0.07,,154,4.0,1.0
816798,41.0,Finance,0.34,0.03,,246,9.0,
931641,,finanCe,0.24,0.52,6.0,999,3.0,
683007,35.0,HR,0.72,0.96,5.0,295,,1.0
458641,,,0.26,0.46,,999,1.0,0.0
892317,,Sales,0.04,0.56,5.0,245,,
388371,41.0,Hr,0.32,0.8,2.0,999,,0.0
749128,48.0,HR,0.99,0.08,,999,,
44210,56.0,finanCe,0.97,0.22,7.0,999,,0.0
223387,,Finance,0.09,0.67,,171,,
937729,24.0,Finance,0.03,0.93,,307,,
413355,,,0.02,0.6,,999,,1.0
508590,,Sales,0.85,0.07,5.0,999,9.0,0.0
105314,,HR,0.57,0.55,,245,,1.0
495649,,Finance,0.8,0.92,5.0,999,,0.0
503547,,IT,0.09,0.64,,999,2.0,1.0
207790,39.0,HR,0.09,0.16,,235,8.0,
768044,,,0.97,0.55,2.0,255,,
119831,,Operations,0.2,0.05,,301,,0.0
683432,55.0,HR,0.68,0.57,2.0,999,,1.0
420668,,finanCe,0.07,0.77,2.0,999,2.0,1.0
383422,46.0,Operations,0.92,0.8,,999,10.0,
477357,51.0,,0.73,0.78,,186,,
19597,56.0,Operations,0.84,0.46,4.0,999,7.0,0.0
841972,,Operations,0.69,0.78,7.0,207,4.0,1.0
894715,31.0,Finance,0.72,0.59,2.0,999,,
521858,59.0,finanCe,0.67,0.53,,247,5.0,1.0
369016,44.0,Sales,0.27,0.81,2.0,242,6.0,
174296,51.0,finanCe,0.44,0.01,,294,,0.0
249613,,Hr,0.25,0.61,,183,3.0,
573083,40.0,finanCe,0.11,0.88,5.0,284,,0.0
522094,,Sales,0.89,0.26,,999,,0.0
880527,,Hr,0.26,0.27,7.0,189,7.0,1.0
501617,,,0.85,0.98,4.0,204,,0.0
318195,56.0,finanCe,0.92,0.81,4.0,999,6.0,
371466,47.0,IT,0.89,0.11,,241,,
474048,41.0,finanCe,0.11,0.72,6.0,298,,1.0
278380,,,0.2,0.45,7.0,242,4.0,0.0
124417,,Operations,0.9,0.47,7.0,187,8.0,
831236,,Sales,0.6,0.55,,999,1.0,
758013,22.0,Operations,0.33,0.53,,266,6.0,
248059,,Operations,0.96,0.78,4.0,999,,1.0
171382,,Operations,0.75,0.57,3.0,999,,1.0
229816,48.0,HR,0.02,0.08,5.0,256,6.0,1.0
974781,34.0,IT,0.55,0.89,4.0,999,,0.0
729533,,IT,0.79,0.66,,217,,1.0
290798,,finanCe,0.7,0.59,,154,1.0,0.0
376052,,Hr,0.51,0.71,4.0,195,9.0,
54160,,Finance,0.17,0.58,4.0,999,,
416994,42.0,IT,0.81,1.0,5.0,189,,0.0
563688,46.0,IT,0.36,0.32,,216,9.0,0.0
883305,44.0,IT,0.5,0.77,4.0,999,,1.0
477375,,HR,0.87,0.62,,999,9.0,
506006,52.0,finanCe,0.86,0.12,4.0,999,8.0,0.0
634141,,Sales,0.61,0.97,,209,,0.0
297062,,Hr,0.67,0.94,,999,,1.0
875349,,Sales,0.58,0.5,2.0,261,8.0,0.0
73770,,Finance,0.04,0.41,2.0,999,,
682825,,,0.26,0.11,,999,,
997204,49.0,Finance,0.2,0.98,,199,,0.0
77432,53.0,,0.57,0.71,5.0,999,,1.0
380634,,HR,0.18,0.56,,999,5.0,1.0
471395,35.0,Hr,0.83,0.74,,999,7.0,0.0
316974,,Finance,0.46,0.89,4.0,265,7.0,
535761,54.0,IT,0.82,0.09,7.0,999,1.0,0.0
995878,,Hr,0.89,0.38,2.0,999,,
739843,44.0,Finance,0.03,0.9,6.0,999,7.0,1.0
146053,22.0,,0.38,0.34,,999,,0.0
290569,,IT,0.75,0.91,3.0,228,3.0,
465266,41.0,HR,0.05,0.36,,999,,1.0
209275,27.0,finanCe,0.93,0.1,,999,,1.0
123030,,IT,0.75,0.67,6.0,304,9.0,0.0
413298,,Sales,0.53,0.35,7.0,999,5.0,0.0
212221,,IT,0.13,0.49,,296,,
65982,,,0.2,0.4,4.0,306,7.0,1.0
322077,,Operations,0.36,0.22,5.0,288,4.0,0.0
514159,,,0.91,0.34,6.0,220,,1.0
781627,48.0,finanCe,0.72,0.84,,288,3.0,1.0
1483,45.0,Finance,0.43,0.91,3.0,272,6.0,1.0
581278,44.0,Operations,0.02,0.4,4.0,156,9.0,0.0
982986,,Operations,0.0,0.56,,177,7.0,0.0
34235,35.0,finanCe,0.03,0.27,,275,2.0,
998230,,,0.77,0.27,,999,9.0,1.0
707714,28.0,HR,0.61,0.13,6.0,999,,0.0
224557,41.0,Operations,0.53,0.91,6.0,999,,
969836,22.0,HR,0.74,0.4,4.0,999,4.0,0.0
33837,,Hr,0.45,0.83,,179,,1.0
953985,42.0,Operations,0.79,0.72,,261,6.0,
238565,,finanCe,0.86,0.01,,999,10.0,0.0
338328,,finanCe,0.62,0.48,5.0,213,,0.0
800890,24.0,,0.07,0.21,6.0,302,5.0,
882240,47.0,Hr,0.07,0.73,,231,,
294869,49.0,Operations,0.72,0.43,3.0,999,4.0,0.0
191338,,finanCe,0.52,0.49,,307,,1.0
252303,35.0,finanCe,0.03,0.24,4.0,260,3.0,0.0
344424,,Operations,0.08,0.95,,303,8.0,0.0
512924,,HR,0.15,0.88,,999,,
682853,,Operations,0.78,0.09,,157,,1.0
394255,,Finance,0.94,0.35,4.0,169,,
438193,,HR,0.27,0.89,4.0,192,,0.0
296803,24.0,Sales,0.9,0.61,,999,10.0,1.0
640151,58.0,Sales,0.97,0.29,,999,,1.0
842381,,HR,0.96,0.89,6.0,199,,
582171,32.0,IT,0.04,0.75,2.0,173,7.0,
279320,,finanCe,0.54,0.03,5.0,999,,0.0
476002,,Sales,0.86,0.76,,203,1.0,0.0
323605,60.0,IT,0.9,0.15,,999,,
648009,52.0,Hr,0.97,0.46,5.0,999,5.0,
69234,,Hr,0.65,0.9,7.0,164,4.0,
376726,,Sales,0.21,0.55,,999,5.0,
640058,,finanCe,0.84,0.29,,260,8.0,0.0
527525,50.0,Finance,0.34,0.16,2.0,310,1.0,1.0
930159,38.0,Sales,0.84,0.22,7.0,306,,0.0
183563,33.0,Finance,0.53,0.84,6.0,276,5.0,0.0
27907,,Hr,0.9,0.75,,999,,1.0
27508,,HR,0.84,0.83,,291,10.0,0.0
945150,46.0,IT,0.78,0.42,,282,6.0,0.0
865968,31.0,Sales,0.23,0.15,7.0,999,,1.0
867121,,Finance,0.19,0.96,4.0,300,9.0,1.0
269996,24.0,,0.8,0.67,,999,5.0,0.0
664971,,,0.51,0.22,,999,,1.0
729078,,HR,0.56,0.21,7.0,999,1.0,
530851,,Finance,0.45,0.21,5.0,157,,0.0
927892,38.0,HR,0.49,0.24,,999,2.0,
501820,,Operations,0.6,0.7,3.0,999,1.0,1.0
864497,32.0,Operations,0.39,0.21,4.0,999,10.0,1.0
